style	source	zoom	condition	prop_id	meaning	type	value
PhysicalFeature-Rank-10-12-Island-Explore-Dark	zoom	10-12		24	textColor	rgba8	rgb(171,179,188) a=255
PhysicalFeature-Rank-10-12-Island-Explore-Dark	zoom	12-24		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-10-12-Island-Muted-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-12-Island-Muted-Light	zoom	0-24		24	textColor	rgba8	rgb(100,106,112) a=230
PhysicalFeature-Rank-10-12-Island-Muted-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-10-12-Island-Muted-Dark	zoom	0-9		24	textColor	rgba8	rgb(107,120,133) a=255
PhysicalFeature-Rank-10-12-Island-Muted-Dark	zoom	9-10		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-10-12-Island-Muted-Dark	zoom	10-12		24	textColor	rgba8	rgb(129,139,151) a=255
PhysicalFeature-Rank-10-12-Island-Muted-Dark	zoom	12-24		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-10-12-Island-Driving-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-12-Island-Driving-Light	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Rank-10-12-Island-Driving-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-10-12-Island-Driving-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-10-12-Island-Driving-Dark	zoom	0-9		24	textColor	rgba8	rgb(146,155,165) a=255
PhysicalFeature-Rank-10-12-Island-Driving-Dark	zoom	9-10		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-10-12-Island-Driving-Dark	zoom	10-12		24	textColor	rgba8	rgb(171,179,188) a=255
PhysicalFeature-Rank-10-12-Island-Driving-Dark	zoom	12-24		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-10-12-Island-Globe	zoom	0-24		24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-10-12-Island-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-10-12-Island-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-10-12-Island-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-10-12-Island-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Lines-Island-Rank-13-14	base			18	textSizeScale	float	0.25
PhysicalFeature-Lines-Island-Rank-13-14	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Lines-Island-Rank-13-14	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Lines-Island-Rank-13-14	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-13-14	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Lines-Island-Rank-13-14	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Lines-Island-Rank-13-14	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Lines-Island-Rank-13-14	zoom	0-8		29	fontSizeParam	float	10
PhysicalFeature-Lines-Island-Rank-13-14	zoom	8-9		29	fontSizeParam	float	10
PhysicalFeature-Lines-Island-Rank-13-14	zoom	9-10		29	fontSizeParam	float	15
PhysicalFeature-Lines-Island-Rank-13-14	zoom	10-11		29	fontSizeParam	float	30
PhysicalFeature-Lines-Island-Rank-13-14	zoom	11-12		29	fontSizeParam	float	60
PhysicalFeature-Lines-Island-Rank-13-14	zoom	12-24		29	fontSizeParam	float	120
PhysicalFeature-Lines-Island-Rank-13-14	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Lines-Island-Rank-13-14	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-13-14-Island-Explore-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-13-14-Island-Explore-Light	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Rank-13-14-Island-Explore-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-13-14-Island-Explore-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-13-14-Island-Explore-Dark	zoom	0-9		24	textColor	rgba8	rgb(146,155,165) a=255
PhysicalFeature-Rank-13-14-Island-Explore-Dark	zoom	9-10		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-13-14-Island-Explore-Dark	zoom	10-12		24	textColor	rgba8	rgb(171,179,188) a=255
PhysicalFeature-Rank-13-14-Island-Explore-Dark	zoom	12-24		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-13-14-Island-Muted-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-13-14-Island-Muted-Light	zoom	0-24		24	textColor	rgba8	rgb(100,106,112) a=230
PhysicalFeature-Rank-13-14-Island-Muted-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-13-14-Island-Muted-Dark	zoom	0-9		24	textColor	rgba8	rgb(107,120,133) a=255
PhysicalFeature-Rank-13-14-Island-Muted-Dark	zoom	9-10		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-13-14-Island-Muted-Dark	zoom	10-12		24	textColor	rgba8	rgb(129,139,151) a=255
PhysicalFeature-Rank-13-14-Island-Muted-Dark	zoom	12-24		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-13-14-Island-Driving-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-13-14-Island-Driving-Light	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Rank-13-14-Island-Driving-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-13-14-Island-Driving-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-13-14-Island-Driving-Dark	zoom	0-9		24	textColor	rgba8	rgb(146,155,165) a=255
PhysicalFeature-Rank-13-14-Island-Driving-Dark	zoom	9-10		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-13-14-Island-Driving-Dark	zoom	10-12		24	textColor	rgba8	rgb(171,179,188) a=255
PhysicalFeature-Rank-13-14-Island-Driving-Dark	zoom	12-24		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-13-14-Island-Globe	zoom	0-24		24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-13-14-Island-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-13-14-Island-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-13-14-Island-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-13-14-Island-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Lines-Island-Rank-15-16	base			18	textSizeScale	float	0.25
PhysicalFeature-Lines-Island-Rank-15-16	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Lines-Island-Rank-15-16	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Lines-Island-Rank-15-16	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-15-16	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Lines-Island-Rank-15-16	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Lines-Island-Rank-15-16	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Lines-Island-Rank-15-16	zoom	0-9		29	fontSizeParam	float	10
PhysicalFeature-Lines-Island-Rank-15-16	zoom	9-10		29	fontSizeParam	float	10
PhysicalFeature-Lines-Island-Rank-15-16	zoom	10-11		29	fontSizeParam	float	15
PhysicalFeature-Lines-Island-Rank-15-16	zoom	11-12		29	fontSizeParam	float	30
PhysicalFeature-Lines-Island-Rank-15-16	zoom	12-13		29	fontSizeParam	float	60
PhysicalFeature-Lines-Island-Rank-15-16	zoom	13-24		29	fontSizeParam	float	120
PhysicalFeature-Lines-Island-Rank-15-16	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Lines-Island-Rank-15-16	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-15-16-Island-Explore-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-15-16-Island-Explore-Light	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=102
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	6-8	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=166
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	8-9	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=191
PhysicalFeature-Rank-15-16-Island-Explore-Light	cond+zoom	9-24	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=230
PhysicalFeature-Rank-15-16-Island-Explore-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-15-16-Island-Explore-Dark	zoom	0-9		24	textColor	rgba8	rgb(146,155,165) a=255
PhysicalFeature-Rank-15-16-Island-Explore-Dark	zoom	9-10		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-15-16-Island-Explore-Dark	zoom	10-12		24	textColor	rgba8	rgb(171,179,188) a=255
PhysicalFeature-Rank-15-16-Island-Explore-Dark	zoom	12-24		24	textColor	rgba8	rgb(158,167,178) a=255
PhysicalFeature-Rank-15-16-Island-Muted-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-15-16-Island-Muted-Light	zoom	0-24		24	textColor	rgba8	rgb(100,106,112) a=230
PhysicalFeature-Rank-15-16-Island-Muted-Dark	base			25	labelHaloColor	rgba8	rgb(19,21,26) a=96
PhysicalFeature-Rank-15-16-Island-Muted-Dark	zoom	0-9		24	textColor	rgba8	rgb(107,120,133) a=255
PhysicalFeature-Rank-15-16-Island-Muted-Dark	zoom	9-10		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-15-16-Island-Muted-Dark	zoom	10-12		24	textColor	rgba8	rgb(129,139,151) a=255
PhysicalFeature-Rank-15-16-Island-Muted-Dark	zoom	12-24		24	textColor	rgba8	rgb(118,130,142) a=255
PhysicalFeature-Rank-15-16-Island-Driving-Light	base			18	textSizeScale	float	0.25
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	0-5		25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	5-6		25	labelHaloColor	rgba8	rgb(248,248,246) a=89
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	6-8		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	8-9		25	labelHaloColor	rgba8	rgb(248,248,246) a=153
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	9-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-15-16-Island-Driving-Light	zoom	0-24		24	textColor	rgba8	rgb(77,78,79) a=230
PhysicalFeature-Rank-15-16-Island-Driving-Light	cond		client:135=[1] & client:TimePeriod=[0]	18	textSizeScale	float	0.25
PhysicalFeature-Rank-15-16-Island-Driving-Light	cond+zoom	0-5	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=38
PhysicalFeature-Rank-15-16-Island-Driving-Light	cond+zoom	5-6	client:135=[1] & client:TimePeriod=[0]	25	labelHaloColor	rgba8	rgb(248,248,246) a=89
